Post,ContainsOrNot
Q: you can fight it all you want  but in the end you are going to end up happy. i promise.<br>A: Thank you :D <33333,0
Q: You can have Action Man  he is the best.  But  why does he have such a smooth area downstairs? Is he really a boy?<br>A: HAHAHAHAHAHAHA! Now that you say it  I totally agree!!! I had never thought of it before  but now that you say it  WHAT THE HELL?! lol! I guess it must have to have an age limit if there were...lumps? lol,0
Q: You can have one of the following two things: trust or love... pick...<br>A: Well for me  true love comprises of Trust. You can never let yourself love someone fully if you don't trust them. So  Love :),0
Q: You can only have one kind of sandwich. Every sandwich ingredient known to mankind is at disposal. What is your sandwich made of?<br>A: Chicken breast  Salad Cream and salad! YUMMMMMMMY :D,0
Q: You can press a button that will make any one person explode. Who would you blow up?<br>A: I don't want to blow anyone up :( Thats murderrrrr  plus  the tremor and flames from the explosion would probably hurt innocent people. Best to stay away from the button and  freeze it? :/ lol,0
Q: You can re-live any point of time in your life. The time-span can only be a half-hour  though. What half-hour of your past would you like to experience again?<br>A: The time of birth. Then I can pop out and yell at my parents for having my sister first :) lol,0
Q: You discover a beautiful island  on which you may build your own society. You make the rules. What is the first rule you make?<br>A: No one is allowed to live there unless they look colourful :),0
Q: you dont have to be cool  to rule my world.<br>A: Oh but I am.,0
Q: You enjoy back door activity?<br>A: I dont think its really feasable. Someone has been watching too much of the L Word...,0
Q: You flirt! This list of yours is growing.... ;)<br>A: List????! I KNOW WHO YOU AREEEEEE!!!! ;);),0
Q: You go to Brighton in September?<br>A: I dooooo :'( well  good  but also scary :S It has a really good rep though  so  going to be worth it :),0
Q: you gonna go watch TAYLOR SWIFT in that Valentines day shizz?<br>A: I doubt it. I might watch it online  but that doesn't class as &quot;going to watch&quot; its staying to watch :),0
Q: you gots lots of dolla aint cha?<br>A: Have I? I actually have one Dollar  and its a really cool tracking thing on it  so I kept it in my purse :P,0
Q: You have been given the opportunity to create the half-hour TV show of your own design. What is it called and what&#039;s the premise?<br>A: Hmm  good question. I would say a TV-Documentary exploring the views on Homophobia in the 21st century.,0
Q: you just came across $100 on the sidewalk. What are you going to do with it?<br>A: It depends. First on how Skint I was  and second  if there was anyone else about. If there was no one there  whats the point of handing it it? I may as well give it a use  and take it to my local exchange currency place  and get back some money :) DRINKS ARE ON ME :D,0
Q: You make my heart melt. How does that feel?<br>A: Awwww  can I put it back together again? Who's heart did I melt? Maybe you melt mine ;),0
Q: you make my heart skip a beat when you tweet me ;-) haha  just thought you ought to know...<br>A: Awwwwww! I do? Well you are one God damn special person  I can't go without tweeting you :D <333,0
Q: you make my world spin  in a good way (of course)<br>A: Awwwwww <33333 Thank you! That was sweet XD! And as do you :D,0
Q: You regret it?<br>A: Yes :( Because everyone wants it to be perfect and with the right person yeah? Well most people  and how it ended  was badly. So yeah  I regret it :(,0
Q: You said you hated Canadians. WTF! Different answers I SEE HOW IT IS! LOL<br>A: I was being sarcastic when I said I hated Canadians :P Of course I don't :) They are just like regular people  but covered in snow ;) lol,1
Q: you should kidnap me on wednesday... just saying ;-)<br>A: I think I really should ;) Hmmm  I don't think I would make it though  then I would end up in the middle of nowhere with no computer and be all lost :'( I shall wait  and kidnap you when its going to be special ;) <3,0
Q: you should try my chocolate surprise souffle!! yummmm ;-) ever had souffle???<br>A: Ermmmm  I don't think I have actually. BUT  anything with chocolate is FINEEEEEE WITH ME :D,0
Q: You the ability to resurrect the dead famous-person of your choice. So which late celebrity will you bring back to life?<br>A: These questions are goooood :) So  I would say  Perhaps the Jackson? But only if he would appreciate it and leave me millions in his will ;) MWAH HA HA HA HA...,0
Q: You win.<br>A: Of course.,0
Q: You would like the USA. Ready to move then?<br>A: I will have to wait until my year at Brighton is up  after that  im there! :D,0
Q: You&#039;re attractive and fun. How do I get to meet you for a drink?<br>A: HAHA! Now who posted this? Reveal namessssssss ;),0
Q: You&#039;re clearly going to go somewhere in life... how&#039;s about going mine?<br>A: I think you are probably a little young ;);),1
Q: You&#039;re hot :)<br>A: Its why I took my jumper off. I am aware. Got it.,0
Q: You&#039;re more than welcome to come to my shed sometime kelly welly.<br>A: THANK YOU :) Can I create a shed in Brighton for when you visit? :),0
Q: you&#039;re rather adorable on video... just saying ;-)<br>A: Im really not :P NOT NOT NOT NOT NOT NOT NOT!! &quot;la la la la la&quot; *drowns out any excuse to talk over me* ;) haha! My voice sounds horrible and I look horrible  Im rambling  I look like an IDIOT. All in all  it didn't go very well :P,0
Q: you&#039;re right i&#039;ll probly never stop... sucks for you! :-P mwahahaha<br>A: That doesn't suck for me! You keep my mind occupied and off other things that are BADDDDDDDDDDD :D,0
Q: you&#039;re sexy... did you know that? ;-)<br>A: I didn't. But its nice to clear that up ;) lol!,0
Q: you&#039;re sweeter thank any cookie i could ever make you... :-) <3<br>A: Awwwwwwww! Thank you! But not if you added enough chocolate ;) HAHA! You are so incredibly sweet  imagine us both together! Talk about a sugar rush :P <3,0
Q: you&#039;ve already told me your life story... so now describe your life in ONE word?<br>A: Ummmm  indescribable ;) Nahhh  twisting?,0
Q: your a dirty bitch int ya?<br>A: Im neither dirty  or a bitch thank you :) Im actually rather innocent if I think about it.,1
Q: Your answer to the banana question was WRONG! What do banana&#039;s make you think of?! Answer right this time bitch ho!<br>A: You just called me a bitch ho!!! lol! Now  bananas make me think of stabbing you in the gut. How productive of me :),1
Q: your Certificates-which takes 2 years to get  Masters-another 2 years  and PhD/Doctoral-another 2 years.. :-)people typically start college at age 18 and are done college by age 22 but then there is grad-school..so yea..loads of stuff  haha its so weird<br>A: HAHA! Yeah  we start college at 16  and then finish at 18  to go to university and usually come out about 21/22 with your degree depending on what you major in. Most degrees are 3 years  but if you wanted to be a Vet or a Doctor or a Surgeon etc  its about 6/7 years. Completely depends on the course :) The course im doing in september  basically gives me the equivilent of a degree  but in one year. Then I have the access to continue for another year  (making it a total of 2) to gain a masters in motion picture production  and the area I specialised in. So  Film School can definitely be a quicker route through education  but it is a lot more intense.,0
Q: Your closest friend?<br>A: Probably Carla Price  because I think she knows pretty much everything about me.,0
Q: your more of a cat person  aren&#039;t you? personally im more of a dog person  myself...<br>A: I actually prefer dogs  but I only have cats because of my sister. She took on 2 kittens  and took in 2 from rescues. I prefer Dogs  but they are much more work than cats are. Besides  Cats a cleaner :P,0
Q: Your most recent/newest friend?<br>A: You mean online or in person? I don't know  I can't really think :/ Determine friend :),0
Q: your poor cat :-0<br>A: Tell me about it! :S,0
Q: your questions seem to be getting more and more perverted. seriously - secondhand embarassment much D: hehe<br>A: The embarrassment is on them for asking the questions. I think I know the culprits...,1
Q: Your worst enemy?<br>A: Hmmm  I don't think I really have enemies as such. People I don't wish to communicate with  I don't. Simple as :) So  me talking to you  it means I would at least like you. GO YOU :D,0
Q: &amp; you&#039;re D00D00 AF!<br>A: Butt Ivee Been Toldd  &quot;Yurr A Fit'dd Bitchh&quot;  Lmao . Butt Imm Seriouss .,1
Q: ;:)yoo can get witt me hunn<br>A: Sorryy :/  Imm Takenn<3 Andd Lovinn Everyy Singlee Momentt !,0
Q: ARE U EASY<br>A: Nahh . Imm Nott .,0
Q: Aree Yoooh Gonnaa Askk Meee Any Lol.<br>A: Lol . Prollyy Nott :-P. Jk o:-),0
Q: bitchh you cuuldnt kill a catepilar  lmfao.. but i`ll make sure too send you a pic of my new tat ahaha!<br>A: Lmfao . O_o Bitchh Yuu Bee Takinn Itt o2 Farr ! &a,1
Q: follow meeh f00l<br>A: I Cantt :/ Lol .,0
Q: FRESHMAN B) oooh riiiiiii` . lmaaao<br>A: Lol . Loserr .  Didd Yuu Takee N e Neww Picture`ss ? Andd Where`ss Diamond ? Lmao .,0
Q: girl you know   i   i   i loveee you :)<br>A: lol . i dontt bee onn heree NeMoree  hmu onn aimm !,0
Q: grl evn if you wuulda i still wuulda went  &amp; i had been on aim you were jst blocked lmfao.<br>A: Lmfao  O_o Bitchh Yuu Gott Mee Fk`dd Upp . i`ll Kill Yuu !,0
Q: how i dnt have a choice? lmaoo &amp; uhm idk when you are but im going somtime this week.<br>A: Becausee Bitchh  Daddyy Saidd Soo ! Lmaoo  Bitchh Dontt Gett Smartt  Yuu Will Gett Kill`dd !,0
Q: Hows Lifeee Now Thaaat Yoooh Knoeee Thuhhh As<br>A: Lmao  Great . (: Couldntt Bee Betterr .,0
Q: IS YOUR PUSSY HAIRY<br>A: Lmao . Yuckk ! Noo ! >:o,1
Q: kenna bitchhh! follow me kaay love -alisa<br>A: Kayy Honeyy .,0
Q: lmaaao  yea. there o<br>A: Add Mee Onn Mysace   kendraclark95@yahoo.com,0
Q: lmfao gurl you i<br>A: Aha  o2 Badd I Dontt Evenn Thinkk Imm Bombb  Imm Prettyy A.f Thoee  Lol  Butt I Couldd Look Betterr . I Thinkk EVERYBODYY Couldd Look Betterr Thann Wutt Theyy Doo  Ceptt Myy Wife`ss Nicki Minaj<3 Andd Megan Fox<3 ! Duzntt Gett N e Betterr Thann Themm :-P . Lol .,0
Q: lmfao o_O aye fuhk you tht was good one tho.. aye i tlked too yo bby marcus tho... ahaha letss play ball :p<br>A: Lmfao  OoO Reallyy . Havee Yuu Ask`dd Himm Aboutt Keece Thoee ? I Knoo Yuu Miss Cuhh  Thatt Wuzz Yurr Husbandd Ritee Theree Mann !,0
Q: lmfao. alrght you win fiona  took it too far w| husband thoo<br>A: Lmfao . Yeahh Bitchh 8-)  Wannaa Piercee Myy Bellyy Buttonn Againn Bestfriendd ? (:   Imm Cum`nn o2 La o2 See Yuu !,0
Q: lol you know ima go get one w|o out  havent i alwyss. &amp; imy2 cuhh.<br>A: Lol  Thass Cuzz Thosee Otherr Time`ss I Neverr Tell Yuu Dontt Gett o1 Witt Outt Mee ! Butt N e Way`ss   O_o Whyy Haventt Yuu Been Onn Aimm ?!,0
Q: nopee  i sure dnt bstfrnd:-p hahahaha... &amp; uhmm who said i wnted too see you?<br>A: Lmao . O_o o2 Badd Yuu Dontt Havee A Choicee . Andd Bitchh Idgaf ! Whenn Wee Go`nn o2 Gett Tat`dd ? (:,1
Q: Wha do you really use tha toung ring forr ?<br>A: Lmao  o2 Eatt Food (:,0
Q: Whaaat Aree 5thingsss Yoooh Loveee About Angieee &amp;&amp;: Ashely ; )<br>A: I Cantt Evenn Thinkk Uvv o1 ! Lett Alonee o5 ! Lmao .,0
Q: What are ur fantisiess<br>A: Dontt Havee Nunn . Butt Imm Downn o4 N e Thingg ;),1
Q: Whhhy Sooo Preettieee.?(:<br>A: Imm Juss Gorgeouss (:,0
Q: why you look like a mixture of fionna[when she ugly] &amp; the dog off men in black.. lmaoo<br>A: Samee Reasonn Yuu Look Likee Jeepers Creepers Andd E.T Bitchh ! Phonee Homeeeeee ! Lmfaoo .,1
Q: WOULD U EVA GIV HEAD<br>A: Suree Wouldntt . :-p,1
Q: WTF U WAZ just single who yu wiff nw babe?<br>A: Yuu. Actt Likee Itt Takee Day`ss o2 Gett Witt Somebodyy . I Couldaa Gott Witt Somebodyy 1o Mins. Afterr I Saidd I Wuzz Singlee . Lol . Imm Witt C.R.Y :-*,1
Q: Yhur b0mb gotta a bf.?<br>A: :-* Imm Singlee A.f. (:,0
Q: yurr p r e e t t y<br>A: Thankss Lovee :-*,0
Q: - Lmbo (vv] Once aqen hayley stank ass startinq with people . aha . don`t waist you`re time on her she ODEEE soft . she qnna run away .<br>A: lol and k she lamesz,1
Q: $$$$$i luvvvvvvv u babe !!!!!!!!!!!!!! <33333$$$$<br>A: ily too fag!!<33 5/9/10 A&amp;F,1
Q: **bitch*** lol VVV<br>A: .,1
Q: 13.. u said u met me throught marielena.. how?<br>A: oh lol. and kuss marilena introduced uss??,0
Q: a u and brian broke up  wow yall was a good couple.<br>A: thnx but yeah unnfortunaly. :((,0
Q: ahaaa u wannah fite amberr she soft .!!! on fridayy we gunn fite her @ dah dog park.<br>A: ahaaa lol uh huh w.e u say anonomouss.;],1
Q: AJULA NO DONT FUKIN TALK TU HERRR ! VVV<br>A: ahaa i noe i saw lol lame ass despreate,1
Q: Are you ah virqin ?<br>A: yeah. whos diss?,1
Q: aujala is the bigest piece of shit evaaa<br>A: but shes not the pussy ^^ anonomouss.;] nice try tho;]u2665,1
Q: AUJALA ISS UGLYYYY ! lofl . JKAYYYY . LOVEE YAHH ! :)<br>A: lol ahaa ily2 biotchh!;],1
Q: AW yu cant be single.. your not allowed sorry better find a man.. im not allowing it srry :D idc im sorry<br>A: lol ahah ohkiee dokiee but after im over bryan k. :),1
Q: aww u and bryan are soo cuteee :) <3<br>A: aww thnxx.;] <3333,0
Q: ayeee  are yu &amp; peyton aaxually franns?<br>A: ayee kan yuu mind ur buissness,1
Q: bitchh juss hopp off her shitt mhkayy ?? cuhss yess youh did ask her an a hole bunch off otha ppl too bhee your frien. no one wanna bhee friens wihtt a pussy ass hoe ; so tryy some were else. tryy mihh dawq . come on mahh mutha fuhkinn formsprinq dare you<br>A: lol love yu alanii.;],1
Q: Boo boo you kno you like Russell lol<br>A: boo boo no i dnt i got a b.f wtf. he kute tho IMANI,1
Q: BRAH u fine!<br>A: brah thnx.;]u2665,0
Q: bryan did not deserve u ur way 2 prety for him hes a ugly piece of shit.<br>A: thnx.,1
Q: Bryans actually rlly ugly lol but w/e everyone has there own taste<br>A: w.e byeee,1
Q: bryans rlllllllly ugly lmao ewwwww<br>A: okk well mah taste so yurr gunnah have to deal wit it so bye.,1
Q: bryans uglyyy!! dum hoe 5/19/10 aha yu guys make a ugly couple!<br>A: no hes not and its 5/9/10 for yurr info and deff. not,1
Q: but u HAVE to go back out with himm.. he dump you ?<br>A: no im ok  :) and yeah.,0
Q: cj is gay<br>A: NO  CJAYSS MAH BUDDY wtf yur gay!!!,1
Q: damn your fine !!(;<br>A: thnxx.<3,0
Q: dats sad hee broke up with yewwww thruuuuu a text?<br>A: no by message on myspace lol.,0
Q: Dayummmmmmm ! ! !<br>A: WHATTTTTT?,0
Q: did u ever go out wit anyone in ssms?<br>A: yes alot lol,0
Q: Did you break up with him or did he break up with you?<br>A: he broke up wit me :),0
Q: dnt listen to those ppl down there they are just fuckinq haters bryans not ugly hes fuckinq sexii nd hell naww you guys make a cute ass couple<br>A: lol aww thnx..;],1
Q: DO U GO WIT OMAR?<br>A: yess maum or sir lol;],0
Q: Do U Have Ah Myspace ? Or Facebook .<br>A: both.,0
Q: do u kare u have alot of haterszz.??<br>A: haters only hate things they kant have the people they kant b its juss a lil thing kalled jelousyy,0
Q: Do you consider yourself a good dancer?<br>A: GREAT!!!,0
Q: do you like eli or giovanni  ?<br>A: no and no... were u get them from???? and whos this?,0
Q: Do yu still go out wiff that kidd from that night ?<br>A: lmfao yess maum.,0
Q: EWW BRA OMAR UGLAY U SHULD GET WITA REAL NIGA U FINA AZZ FUK.<br>A: okaay um 1 omars kute lofl and 2 no im okayy oh yeah and 3 we dnt go out anymoreee.,1
Q: Go On AIM :D<br>A: i was on and aimed u lol we always miss each other.,0
Q: haha im on yuur formsprinng juust lookinnq and im wonderinnq why people asked yuu questions abouut me   hahaha anywaays yuur qorqeous byee(;<br>A: ..mmhm thnx bye u2665,0
Q: Hahaha   whyy yu callin him fag ? Lmfao . vvv<br>A: lmfaoo.. hehehe i alwayss dew tht.;] ily<33u2665,1
Q: have u ever been in love?<br>A: no i guess not.,0
Q: have u ever sucked a dick?<br>A: i belive thts none of ur bissniuess. ;] (and dnt think so),1
Q: Heey cutiee ;]<br>A: hi???ugly lol;],1
Q: Hey aujala r<br>A: hey whoree;],1
Q: hey i still didnt get it?<br>A: ;],0
Q: heyy gorgeous its jessicaaa fuck dem hater i still love you ;]<br>A: lol thnx,0
Q: heyy gorgeous its jessicaaa fuck dem hater i still love you ;]<br>A: thnx,1
Q: Heyy Lala (:<br>A: heyy jasmine<333,0
Q: hi lmaooo<br>A: hi lol,0
Q: hiii :) lol<br>A: um hii.<33 whos thiss?,0
Q: hun u r too damnnnnnnn pretty fo omar he ugly damn ur so pretty he aint serve u.;] keep it kumin ma.<br>A: aww thnx.,0
Q: i <3 u<br>A: ??? u teww whoever u r.,0
Q: i didnt noe u were 12..-noesha<br>A: lol niether did i last tyme i cheked i was 15.;] lol ily noesha,0
Q: i fucken luv youu2665<br>A: u tew bitch.![;,0
Q: I fucking lovee yur sexy ass (:<br>A: ily u teww hun.,1
Q: i heared dat u dont like a gurl name katiana is it true?<br>A: dnt even  noe e qurl by the name katiana.,0
Q: i herd u fuked karone in 6 grade<br>A: umm i herd i dnt even talk tew 6th graders let alone fuk them DANNY! i noe its u.,1
Q: i herd yu qotta hikie<br>A: um...,0
Q: i herd yuh single get at me<br>A: yeah. and um no im okay jus kus im single dnt mean i still dnt lyke him i dew and need tyme to get over him. so for now im str8 thnx but no thnx.,0
Q: i knew that.. i seen u today..<br>A: lol ahaha were???,0
Q: i love how the people who talk shit are all anonymous. they&#039;re scared of youu (:r lolll.<br>A: lofl i fukin noee rytee;],0
Q: i love my sister aujalaaaaa:) hahaha:p all yur haters justtt too funny  r<br>A: lmfao  lofl  rofl ritee they got no life mmsgin ppl ANONOMOUS sayin dumshit,1
Q: I LOVE YOU AUJALAAAAA<333333333333<br>A: love u too (ANNONOMOUS) lol ;],0
Q: i love you sisssssy:)<br>A: i fukin love u too.;],1
Q: i lovee aujalaa dixonn !!!!! <33 :)<br>A: i love yuu tew idalis boogle.;]<3333,0
Q: i luv yuuhhh aujula <3333 (boo)<br>A: hehehe ily teww boothanh.:]<33,0
Q: i luvv mi boo (( she shuld noe who dis is:]<br>A: I NOE EXACTLY WHO THIS IS LOVE U BOOTHANG,0
Q: i luvv mi booo:]<3333<br>A: ily2 boothang;],0
Q: i luvv u  babee <3<br>A: mmhm ily tew.;],0
Q: i saw u again todayyy but i was to scared to say hi<br>A: lmao y ???,0
Q: I WANT YU 2 DEEP THROAT MY DIK WILE I EAT UR PUSSY..AND I WANT THAT 69 WITH U DOING ALL UR TRICKS I WANNA FINGER THT PUSSY AND LEAVE U WIT HIKIES.8)<br>A: ......UM STALEE!,1
Q: I&#039;m pretty sure :]<br>A: kk;],0
Q: If you could date any celebrity  who would it be?<br>A: deff. lil wayne.;],0
Q: If you could have the starring role in one movie what would it be?<br>A: idc.,0
Q: iightt   if he breaks yur heart ; i break his dickk (:<br>A: ahahaha lol.;],1
Q: iiii luvvv yuhhhh aujula <333 no rainbowxz<br>A: lol i love u tew boothang [;,0
Q: iloveyouh too lala !!! x33<br>A: STALE!! love yuu more hun;],0
Q: imani lovesss you <333333333<br>A: STALE!!,0
Q: it&#039;s called anonymous. just tell me who u went wit at ssms. - it&#039;s not even a big deal who this is and y would u be scared to say the names of the ppl u went it.<br>A: wtf dnt mmsg me wit tht bullshit bye as soon as ur not anoymous ill let u no.;] bye,1
Q: Its goin down.!Graduation party At train union hall. Sat.may 22nd..8 o&#039;clock to weneva. $2 b4 ten nd $3 afta 10.spread the word its bout 2 be slump<br>A: wtf.;],0
Q: iz yuh related tah justin m. brahh?<br>A: uh huh lol;] and who is u???,0
Q: k i mite not no u buhh u r way to prettie for omaru2665:)<br>A: alott of ppl saying tht and um who r u??? and i noe im pertty.;],0
Q: KAN U PPL STOP TALKING BWT OMAR ON MAH PAGE THNX.;]<br>A: ...,0
Q: Kee jayyy has a. Look alike and he is even finer<br>A: hehehehehe amberr.;] lmfao<333,0
Q: Lala Is So Prettyy :)<3<br>A: aww thnx u 2.;],0
Q: LALA<3<br>A: ANONOMOUS!<3333,0
Q: lil young thing go around my dick wiff ya tounge  deep throat my 9 inch gut from the front and grind from the side and fxck from behind grab ya hair smack ya ass yu screamin like yu dien. make yu cum 4 times wiff out even trying ill beat that pussy up<br>A: um...ohkayy (d.f)??;],1
Q: lmfaooooo  MY NAME AINT DICK! lolll i love youuuuuu bitchhhhhhh<br>A: ahaa lol i love u too.;],1
Q: lol alot? tell me whoo? (;<br>A: who the fuk is thiss?,0
Q: LOL I danced wit him afta yu lef las nite...and I heard tht some grl was dancn wiff jeffery and he got wet AND had a boner<br>A: ahahahahahaha!! omg ;] hehehe yu noe yu like him!!,1
Q: lol tht would be weird if ur name was a dik hahah<br>A: lol ahaa.;] oh.,0
Q: love y tooo(:<br>A: she tld u tew shut up..VV,1
Q: mexiacn or chinese food?<br>A: uhh chinese.;],0
Q: my email is hayleysanders@live.com<br>A: iight (:,0
Q: Na Neva dhat ma. Jus let me know wen this shizz finna go down cuhh I aint havin it son<br>A: son i  aint havin..ahaa u make me laugh byeu2665,0
Q: Na Neva dhat this Tosha I kno all bout chu Hun...wen yu finna do dhis shit<br>A: ull find out TOSHA.!!!,1
Q: nm . my AIM is ceejay72296<br>A: kk ill i.m u.,0
Q: no actually not stale becausee i loveee youu likee a haitian loves a cat! now if yu want to argue about who loves who more illl be happpy to do soo <333333 lmfaooooo(;<br>A: ahaaaaaa lol.;] i love yu like a mexican loves to swim.,0
Q: Nope actually this is ........who was told by one if the peolpe that was there so stick that in your juice box<br>A: ur mad gay and dnt be annonomousss.;] butch stick tht IN UR JUICE BOX hoe!!,1
Q: o mhm kr<br>A: mmhm.,0
Q: Oh bitch you can&#039;t hide cus I&#039;m gonna find you and we gon have a problem hoe<br>A: hide frm....who?? wtf i aint hidin from noone sawgrass is were ull find me oh yeah and in royal palm like d.f hoe u dnt skare me.,1
Q: oh yeah and btw anonomousVVVV i did step up tew amber i fought ha alreadii dum trikk aint no sense in fitin her she juss ggunnah lose again.<br>A: mmhm.,1
Q: OMAR UGLE!<br>A: um...okay,0
Q: omg u like omar aww wha u KUTE kouple.!!(:<br>A: d.f speak englishh and um NEVERR EVERR sed tht.!!;],1
Q: on the mike is the queen now listen to me sing he wanna number three ...wats the rest lmfao ily.<3;]]]]]]]<br>A: super size ounion ranngggggg. he kuwld walk out the house wit no ankle braclet on but he got 2 strikes so dnt get his orda ronnggg. u no im lookin kute theress nutin u kuwld say but if yu get wit me we kan do it yur wayyyy  hayyy lmfao ily 2.;],0
Q: ooh! damn u go wit omar?<br>A: not any moree.,0
Q: Oops wrong personn<br>A: umm hum suree.! u annoying,1
Q: peyton (ugly wite skranyy hoeish  stank  wannabe kassie) is fake azz hell.<br>A: yup i think i rote this myself lol ahaaa;] and yess ppl she is.,1
Q: quick pumper or daddy stroker?<br>A: wtf lol;],0
Q: r u bi<br>A: no. r yuu?,0
Q: r u going to glades next year?<br>A: i guess i wanna go to springss,0
Q: same..<br>A: lol idk?? so how old r yuu?,0
Q: SEXY<br>A: grasias,0
Q: She had to say Haitian vvv -______-<br>A: ...ahahaha ;],1
Q: she ot me right by her side bitch! an at least i can show my dam info pussyyy ass V<br>A: mmhm yup and so will 10000 more and ily rach .u2665,1
Q: starburst or skittles?<br>A: skittles lol ;],0
Q: STFU dumm bitches . Hopp off her shitt . Her &amp; Bryann aree perfectooo for eachother lmfao . lovee yuu sexy mama <3<br>A: lmao ily were u benn long tyme? and u looked so pretty for prom!;],1
Q: stupid bitchhh and hop of ashlie&#039;s formspring<br>A: bye ;],1
Q: suppppppppp?<br>A: nadaa bored yuu??,1
Q: thanks  iloveyou <3<br>A: n.p and ilu 2;],0
Q: Thatt is because you said something to her at lunch cuhhh<br>A: who amberr?,0
Q: U A HOE.!<br>A: thnx for spendin the tyme out of yur day to kome see how im duing im fine u??? and explain how AUJALA'S a hoe?? wait see u knt kus im not by hater much love [muahszz) oh yeah kome again.,1
Q: u and omar talk?????<br>A: thats none of ur biussniess.;],1
Q: u betta noe who it is:] and i dont care anymore kk:] he be all yurs... ilu<br>A: omgoshh kk and i love u tew (anonomouss) lol ;] and r u POSITIVE?,0
Q: u concited!<br>A: okayy and?,1
Q: u dnt like jasmin h. at forest glen??<br>A: never sed tht bye.!;],0
Q: u iz str8 wit cristal ?<br>A: i guess.;],1
Q: u like russell.?<br>A: he fine.. lol buh no,0
Q: u r real pretie :P<br>A: grasiass.;],0
Q: U seexy ahh fuk.<br>A: thnx whos this;]?,0
Q: um aujula why the fuck are you so ugly? lmfao jk babygirl your gorgouesss <3<br>A: ahaa lol thnx.;],1
Q: um da gurl dat hangs wit evelyn her name is katiana..cause i alwayz be hearing u talk about her do u like her?<br>A: wtf get a life i dnt even noe herr like wtf ur ANNOYING.!! damn bitch hop off.;] byeeeeeeee,1
Q: upstairs<br>A: oh lol;],0
Q: uqhhh ; finee ima qivv ihtt too youh diss timee .<br>A: mmhmm lol thts wat i thought niggah lol;],0
Q: ur fukin sexyVV dont listen can we fuk?<br>A: thnx and def. not???,1
Q: ur mad ugly.<br>A: i noe i am.;]<333,1
Q: Ur pretty<br>A: lol thnx.;],0
Q: ur reaellie pretty!! ...L@L@<br>A: eww i hate the way u ritee!! and thnx.;],0
Q: ur sexy kume suk my dikk.<br>A: um no thnxx ill pass.;],1
Q: ur soooooooooooooooooooooooooooooooo pretie. like wow!(: <3<br>A: awweyy thnx annonmouss.;],0
Q: ura gonna getta played ;/<br>A: trustt me i did omar is wurth shitt.;] i love jhon tho lol.,0
Q: vvv eww dont talk to morgann lmao jkjkjk morgans mi bitch:]<br>A: oh lmao ahaha,1
Q: vvvvvv THIS CHICK AINT GOTT NO FRIENDS &amp;&amp; LIKE TO START WIF PPL ..!!<br>A: lol wowww,1
Q: wait dnt fuk wit lala shell beat a shoes ass and hoe ima kume for uVVVVVVV<br>A: a shoe?? i thought i wear dem lmfao dnt u mean hoes and whos this?,1
Q: Wat Peyton<br>A: lamoruex witee gurll.;],0
Q: wat&#039;s ur bfs lastname?<br>A: askk him.;],1
Q: watsss good<br>A: hi..;],0
Q: wazzup?<br>A: hi.;],0
Q: Well Dayumm Yoo Ppl All Upp In Yur Business Hahaha .<br>A: ahaa i noe ritee/.,0
Q: what school do u go to<br>A: sawgrass,0
Q: Whats your name .?<br>A: aujala go by lala ;],0
Q: whats youur favorit COLOR ?(:<br>A: Purple.,0
Q: Where are you from?<br>A: alot.;],0
Q: Who are all the fine boys at our school?<br>A: theres not tht manyy.,0
Q: who were the ppl who started sendin the pic of florine around ? yhat is fucked up.<br>A: i noe its fuk up but u noe what else is fuked up puttin them on BLASTT!,1
Q: Who&#039;s the most beautiful person you know?<br>A: me!!,0
Q: whut ur first namer<br>A: aujalaaa.;],0
Q: why are u so fuckinq gorgeous???<br>A: idkkk mah momma! lol;],0
Q: Why did he break up with you?<br>A: idk ask him im not gunnah tell mah hole life story to anonomouss ppl. :) k bye,0
Q: why does everypne start shit with yuu ! VV haha dont they learn that there qonna qet their ass kicked qosh(: lol<br>A: lol ;] ahaa,0
Q: why r u suchho a hoe.?<br>A: speak englisheee fukin dum ass and im not tell me 1 reason y ima hoa and y r u such a pussy and have tew be ANONOMOUS.,1
Q: Would you eva go back with bryan?<br>A: no. i'd jus get hurt again,0
Q: wow you guys are soo annyoing hope the fuckk offf aujalas pagee :)<br>A: lol ily jessika;],1
Q: woww   ummmm yuu quyys neeed to stop postinqq shit anonymously seriously . be str8 up . annd dont fuck with her ! ilearned my lesson(: VVVV<br>A: oh true.;],1
Q: y does u talk shit about peyton ?<br>A: because we wernt friends y does u kare nigga.;] and btw u kan get out my buissness.,1
Q: y springs?<br>A: idk i juss wanna go dere .,0
Q: Y U H  A N D  C J  D A T E?<br>A: Um wat?,0
Q: yhu b liken bryun??????<br>A: .............,0
Q: yolll needa stop callin this sexii ahh gurl a hoe! (nohomo]. my name iz hayley uwanna b friends?<br>A: thnx and im ok ;],1
Q: yoo im telling yall dnt mess wit my kuszinn kus she DO NOT PLAY repeat DOOOOO NOTTT.!<br>A: so w.e tld her to shut up dwn there like really??,1
Q: You and bryan make a good couple.<br>A: thnx anonomous.;],0
Q: you and omar are such a cute couple baby girl <3<br>A: aww thnx ;] lol Ahaa,0
Q: you and omar are such a gowd couple aww i hope for the best.;]<br>A: um thnx whos this?:],0
Q: you pretty to hun; do i know you tho ? l0l<br>A: no;],0
Q: You was like stale wen imani said imani loves you<br>A: kuss i love her more!;],0
